run_id,phase,order,task_id,condition_id,baseline_condition_id,variant_id,repetition,seed
scr-17-0062,screening,62,task-04,6c,,v2,4,17
scr-17-0063,screening,63,task-12,1,,v1,2,17
scr-17-0064,screening,64,task-07,2,,v3,5,17
scr-17-0065,screening,65,task-08,6c,,v2,3,17
scr-17-0066,screening,66,task-05,1,,v1,1,17
scr-17-0067,screening,67,task-07,6a,,v3,5,17
scr-17-0068,screening,68,task-01,3,,v1,1,17
scr-17-0069,screening,69,task-04,4,,v1,2,17
scr-17-0070,screening,70,task-10,1,,v3,5,17
scr-17-0071,screening,71,task-01,6a,,v3,5,17
scr-17-0072,screening,72,task-08,6a,,v3,5,17
scr-17-0073,screening,73,task-10,6b,,v3,5,17
scr-17-0074,screening,74,task-08,6b,,v2,4,17
scr-17-0075,screening,75,task-04,1,,v2,3,17
scr-17-0076,screening,76,task-11,5,,v2,3,17
scr-17-0077,screening,77,task-11,6c,,v2,3,17
scr-17-0078,screening,78,task-05,1,,v2,3,17
scr-17-0079,screening,79,task-10,6b,,v3,6,17
scr-17-0080,screening,80,task-12,1,,v1,1,17
scr-17-0081,screening,81,task-11,2,,v2,4,17
scr-17-0082,screening,82,task-02,4,,v3,6,17
scr-17-0083,screening,83,task-09,3,,v2,3,17
scr-17-0084,screening,84,task-09,3,,v1,2,17
scr-17-0085,screening,85,task-11,6b,,v3,5,17
scr-17-0086,screening,86,task-01,4,,v1,2,17
scr-17-0087,screening,87,task-10,4,,v3,5,17
scr-17-0088,screening,88,task-03,2,,v2,4,17
scr-17-0089,screening,89,task-08,4,,v1,2,17
scr-17-0090,screening,90,task-02,5,,v3,5,17
scr-17-0091,screening,91,task-01,1,,v1,2,17
scr-17-0092,screening,92,task-01,5,,v3,5,17
scr-17-0093,screening,93,task-01,6c,,v3,5,17
scr-17-0094,screening,94,task-07,4,,v2,4,17
scr-17-0095,screening,95,task-11,3,,v1,2,17
scr-17-0096,screening,96,task-08,4,,v1,1,17
scr-17-0097,screening,97,task-04,1,,v3,5,17
scr-17-0098,screening,98,task-06,2,,v1,1,17
scr-17-0099,screening,99,task-07,1,,v3,6,17
scr-17-0100,screening,100,task-11,5,,v2,4,17
scr-17-0101,screening,101,task-08,2,,v3,6,17
scr-17-0102,screening,102,task-02,3,,v3,5,17
scr-17-0103,screening,103,task-10,6b,,v2,4,17
scr-17-0104,screening,104,task-09,4,,v3,5,17
scr-17-0105,screening,105,task-04,3,,v1,2,17
scr-17-0106,screening,106,task-04,2,,v2,4,17
scr-17-0107,screening,107,task-11,3,,v2,4,17
scr-17-0108,screening,108,task-08,6c,,v3,5,17
scr-17-0109,screening,109,task-01,6a,,v3,6,17
scr-17-0110,screening,110,task-12,5,,v3,5,17
scr-17-0111,screening,111,task-07,6c,,v1,2,17
scr-17-0112,screening,112,task-10,2,,v2,3,17
scr-17-0113,screening,113,task-05,4,,v1,1,17
scr-17-0114,screening,114,task-06,1,,v1,1,17
scr-17-0115,screening,115,task-10,1,,v2,3,17
scr-17-0116,screening,116,task-08,5,,v3,6,17
scr-17-0117,screening,117,task-11,6a,,v3,5,17
scr-17-0118,screening,118,task-05,3,,v1,2,17
scr-17-0119,screening,119,task-04,2,,v2,3,17
scr-17-0120,screening,120,task-03,1,,v2,4,17
scr-17-0121,screening,121,task-11,3,,v1,1,17
scr-17-0122,screening,122,task-02,5,,v1,1,17
scr-17-0123,screening,123,task-05,1,,v3,5,17
scr-17-0124,screening,124,task-12,6a,,v1,1,17
scr-17-0125,screening,125,task-11,4,,v2,3,17
scr-17-0126,screening,126,task-07,3,,v3,6,17
scr-17-0127,screening,127,task-08,6b,,v1,1,17
scr-17-0128,screening,128,task-02,6a,,v1,2,17
scr-17-0129,screening,129,task-09,6b,,v2,4,17
scr-17-0130,screening,130,task-06,2,,v3,5,17
scr-17-0131,screening,131,task-10,2,,v2,4,17
scr-17-0132,screening,132,task-08,3,,v1,1,17
scr-17-0133,screening,133,task-12,6b,,v2,4,17
scr-17-0134,screening,134,task-02,5,,v2,3,17
scr-17-0135,screening,135,task-01,6a,,v1,2,17
scr-17-0136,screening,136,task-08,2,,v1,1,17
scr-17-0137,screening,137,task-09,5,,v3,6,17
scr-17-0138,screening,138,task-12,6b,,v1,1,17
scr-17-0139,screening,139,task-01,6b,,v3,5,17
scr-17-0140,screening,140,task-04,6a,,v1,2,17
scr-17-0141,screening,141,task-07,6b,,v3,6,17
scr-17-0142,screening,142,task-11,6b,,v1,2,17
scr-17-0143,screening,143,task-02,4,,v1,2,17
scr-17-0144,screening,144,task-11,6b,,v1,1,17
scr-17-0145,screening,145,task-07,4,,v1,2,17
scr-17-0146,screening,146,task-09,1,,v3,6,17
scr-17-0147,screening,147,task-06,4,,v2,3,17
scr-17-0148,screening,148,task-04,5,,v2,3,17
scr-17-0149,screening,149,task-08,3,,v2,3,17
scr-17-0150,screening,150,task-10,1,,v2,4,17
scr-17-0151,screening,151,task-03,5,,v1,2,17
scr-17-0152,screening,152,task-01,1,,v2,3,17
scr-17-0153,screening,153,task-12,4,,v3,5,17
scr-17-0154,screening,154,task-06,6a,,v1,2,17
scr-17-0155,screening,155,task-07,3,,v1,2,17
scr-17-0156,screening,156,task-08,6c,,v1,1,17
scr-17-0157,screening,157,task-09,6b,,v1,2,17
scr-17-0158,screening,158,task-02,3,,v1,2,17
scr-17-0159,screening,159,task-02,6b,,v1,2,17
scr-17-0160,screening,160,task-11,2,,v1,1,17
scr-17-0161,screening,161,task-07,6b,,v3,5,17
scr-17-0162,screening,162,task-07,3,,v2,4,17
scr-17-0163,screening,163,task-04,6b,,v2,4,17
scr-17-0164,screening,164,task-10,6c,,v2,3,17
scr-17-0165,screening,165,task-09,4,,v3,6,17
scr-17-0166,screening,166,task-05,6c,,v2,3,17
scr-17-0167,screening,167,task-11,6a,,v1,2,17
scr-17-0168,screening,168,task-01,4,,v3,5,17
scr-17-0169,screening,169,task-06,6b,,v3,5,17
scr-17-0170,screening,170,task-08,2,,v2,4,17
scr-17-0171,screening,171,task-12,2,,v3,5,17
scr-17-0172,screening,172,task-05,2,,v3,5,17
scr-17-0173,screening,173,task-01,6a,,v2,3,17
scr-17-0174,screening,174,task-06,5,,v2,3,17
scr-17-0175,screening,175,task-10,6c,,v3,5,17
scr-17-0176,screening,176,task-12,3,,v1,1,17
scr-17-0177,screening,177,task-12,2,,v1,2,17
scr-17-0178,screening,178,task-03,4,,v2,3,17
scr-17-0179,screening,179,task-10,4,,v2,4,17
scr-17-0180,screening,180,task-09,6b,,v3,6,17
scr-17-0181,screening,181,task-12,6a,,v1,2,17
scr-17-0182,screening,182,task-02,2,,v3,5,17
scr-17-0183,screening,183,task-08,3,,v1,2,17
scr-17-0184,screening,184,task-04,6b,,v1,2,17
scr-17-0185,screening,185,task-02,6c,,v2,3,17
scr-17-0186,screening,186,task-02,1,,v3,6,17
scr-17-0187,screening,187,task-02,1,,v1,1,17
scr-17-0188,screening,188,task-12,6a,,v2,4,17
scr-17-0189,screening,189,task-03,2,,v3,5,17
scr-17-0190,screening,190,task-07,6a,,v3,6,17
scr-17-0191,screening,191,task-10,2,,v3,5,17
scr-17-0192,screening,192,task-12,4,,v3,6,17
scr-17-0193,screening,193,task-04,6a,,v2,3,17
scr-17-0194,screening,194,task-02,4,,v1,1,17
scr-17-0195,screening,195,task-10,6a,,v3,5,17
scr-17-0196,screening,196,task-08,5,,v2,3,17
scr-17-0197,screening,197,task-08,6b,,v3,6,17
scr-17-0198,screening,198,task-03,5,,v3,6,17
scr-17-0199,screening,199,task-07,6a,,v1,2,17
scr-17-0200,screening,200,task-08,5,,v3,5,17
scr-17-0201,screening,201,task-02,6c,,v1,1,17
scr-17-0202,screening,202,task-08,2,,v1,2,17
scr-17-0203,screening,203,task-04,1,,v3,6,17
scr-17-0204,screening,204,task-07,4,,v3,6,17
scr-17-0205,screening,205,task-11,5,,v1,2,17
scr-17-0206,screening,206,task-06,4,,v3,5,17
scr-17-0207,screening,207,task-02,6a,,v2,3,17
scr-17-0208,screening,208,task-12,2,,v2,3,17
scr-17-0209,screening,209,task-04,4,,v2,4,17
scr-17-0210,screening,210,task-03,2,,v1,2,17
scr-17-0211,screening,211,task-06,2,,v3,6,17
scr-17-0212,screening,212,task-01,4,,v2,3,17
scr-17-0213,screening,213,task-02,4,,v2,4,17
scr-17-0214,screening,214,task-10,4,,v1,2,17
scr-17-0215,screening,215,task-08,6c,,v1,2,17
scr-17-0216,screening,216,task-09,6a,,v1,1,17
scr-17-0217,screening,217,task-10,5,,v2,3,17
scr-17-0218,screening,218,task-08,6a,,v1,2,17
scr-17-0219,screening,219,task-11,4,,v3,5,17
scr-17-0220,screening,220,task-09,1,,v2,4,17
scr-17-0221,screening,221,task-02,2,,v1,2,17
scr-17-0222,screening,222,task-12,1,,v3,6,17
scr-17-0223,screening,223,task-07,1,,v2,4,17
scr-17-0224,screening,224,task-05,2,,v3,6,17
scr-17-0225,screening,225,task-09,5,,v1,2,17
scr-17-0226,screening,226,task-09,3,,v2,4,17
scr-17-0227,screening,227,task-04,4,,v3,6,17
scr-17-0228,screening,228,task-06,3,,v2,4,17
scr-17-0229,screening,229,task-05,3,,v3,6,17
scr-17-0230,screening,230,task-08,5,,v1,2,17
scr-17-0231,screening,231,task-12,4,,v1,2,17
scr-17-0232,screening,232,task-01,6b,,v1,1,17
scr-17-0233,screening,233,task-10,5,,v3,6,17
scr-17-0234,screening,234,task-03,6a,,v3,6,17
scr-17-0235,screening,235,task-10,3,,v1,1,17
scr-17-0236,screening,236,task-10,2,,v1,1,17
scr-17-0237,screening,237,task-05,5,,v3,6,17
scr-17-0238,screening,238,task-09,6b,,v1,1,17
scr-17-0239,screening,239,task-11,2,,v1,2,17
scr-17-0240,screening,240,task-02,4,,v2,3,17
scr-17-0241,screening,241,task-06,4,,v3,6,17
scr-17-0242,screening,242,task-11,4,,v2,4,17
scr-17-0243,screening,243,task-10,3,,v3,5,17
scr-17-0244,screening,244,task-10,5,,v2,4,17
scr-17-0245,screening,245,task-09,3,,v3,6,17
scr-17-0246,screening,246,task-05,1,,v2,4,17
scr-17-0247,screening,247,task-05,6b,,v3,5,17
scr-17-0248,screening,248,task-10,3,,v2,4,17
scr-17-0249,screening,249,task-06,6c,,v3,6,17
scr-17-0250,screening,250,task-06,4,,v1,2,17
scr-17-0251,screening,251,task-02,5,,v2,4,17
scr-17-0252,screening,252,task-05,6c,,v3,5,17
scr-17-0253,screening,253,task-12,2,,v3,6,17
scr-17-0254,screening,254,task-10,3,,v2,3,17
scr-17-0255,screening,255,task-06,4,,v2,4,17
scr-17-0256,screening,256,task-05,1,,v1,2,17
scr-17-0257,screening,257,task-01,6c,,v2,3,17
scr-17-0258,screening,258,task-05,5,,v3,5,17
scr-17-0259,screening,259,task-09,6c,,v3,5,17
scr-17-0260,screening,260,task-11,6b,,v3,6,17
scr-17-0261,screening,261,task-12,4,,v2,3,17
scr-17-0262,screening,262,task-08,4,,v2,4,17
scr-17-0263,screening,263,task-11,6a,,v3,6,17
scr-17-0264,screening,264,task-04,6c,,v3,5,17
scr-17-0265,screening,265,task-03,1,,v1,2,17
scr-17-0266,screening,266,task-06,3,,v3,6,17
scr-17-0267,screening,267,task-10,4,,v2,3,17
scr-17-0268,screening,268,task-07,5,,v1,1,17
scr-17-0269,screening,269,task-12,3,,v3,5,17
scr-17-0270,screening,270,task-04,1,,v2,4,17
scr-17-0271,screening,271,task-10,1,,v1,1,17
scr-17-0272,screening,272,task-12,3,,v1,2,17
scr-17-0273,screening,273,task-12,6c,,v2,4,17
scr-17-0274,screening,274,task-07,6a,,v1,1,17
scr-17-0275,screening,275,task-11,6c,,v3,6,17
scr-17-0276,screening,276,task-07,6c,,v1,1,17
scr-17-0277,screening,277,task-09,4,,v2,3,17
scr-17-0278,screening,278,task-09,4,,v1,2,17
scr-17-0279,screening,279,task-03,5,,v1,1,17
scr-17-0280,screening,280,task-01,6a,,v2,4,17
scr-17-0281,screening,281,task-09,6c,,v1,1,17
scr-17-0282,screening,282,task-04,1,,v1,1,17
scr-17-0283,screening,283,task-06,3,,v1,1,17
scr-17-0284,screening,284,task-09,6a,,v2,3,17
scr-17-0285,screening,285,task-11,6c,,v1,2,17
scr-17-0286,screening,286,task-02,6b,,v1,1,17
scr-17-0287,screening,287,task-02,5,,v1,2,17
scr-17-0288,screening,288,task-06,6c,,v3,5,17
scr-17-0289,screening,289,task-02,6a,,v1,1,17
scr-17-0290,screening,290,task-09,3,,v1,1,17
scr-17-0291,screening,291,task-05,2,,v1,1,17
scr-17-0292,screening,292,task-06,6a,,v1,1,17
scr-17-0293,screening,293,task-05,6a,,v2,3,17
scr-17-0294,screening,294,task-05,6a,,v1,2,17
scr-17-0295,screening,295,task-01,6c,,v1,1,17
scr-17-0296,screening,296,task-08,6a,,v2,4,17
scr-17-0297,screening,297,task-10,6c,,v1,1,17
scr-17-0298,screening,298,task-07,1,,v3,5,17
scr-17-0299,screening,299,task-08,6b,,v3,5,17
scr-17-0300,screening,300,task-03,3,,v1,2,17
scr-17-0301,screening,301,task-07,5,,v2,4,17
scr-17-0302,screening,302,task-04,6c,,v1,2,17
scr-17-0303,screening,303,task-09,6a,,v2,4,17
scr-17-0304,screening,304,task-03,2,,v1,1,17
scr-17-0305,screening,305,task-11,3,,v3,5,17
scr-17-0306,screening,306,task-12,5,,v1,1,17
scr-17-0307,screening,307,task-01,6b,,v1,2,17
scr-17-0308,screening,308,task-03,6a,,v1,2,17
scr-17-0309,screening,309,task-03,6a,,v3,5,17
scr-17-0310,screening,310,task-12,5,,v3,6,17
scr-17-0311,screening,311,task-05,6a,,v3,5,17
scr-17-0312,screening,312,task-07,6a,,v2,4,17
scr-17-0313,screening,313,task-06,3,,v1,2,17
scr-17-0314,screening,314,task-03,5,,v3,5,17
scr-17-0315,screening,315,task-07,6c,,v3,6,17
scr-17-0316,screening,316,task-11,6c,,v1,1,17
scr-17-0317,screening,317,task-11,6a,,v1,1,17
scr-17-0318,screening,318,task-02,3,,v1,1,17
scr-17-0319,screening,319,task-04,4,,v2,3,17
scr-17-0320,screening,320,task-04,4,,v3,5,17
scr-17-0321,screening,321,task-12,3,,v2,4,17
scr-17-0322,screening,322,task-12,6c,,v3,5,17
scr-17-0323,screening,323,task-01,3,,v3,6,17
scr-17-0324,screening,324,task-01,6b,,v3,6,17
scr-17-0325,screening,325,task-04,5,,v3,6,17
scr-17-0326,screening,326,task-06,5,,v3,6,17
scr-17-0327,screening,327,task-01,1,,v2,4,17
scr-17-0328,screening,328,task-05,3,,v2,4,17
scr-17-0329,screening,329,task-05,4,,v2,4,17
scr-17-0330,screening,330,task-07,2,,v2,4,17
scr-17-0331,screening,331,task-10,3,,v1,2,17
scr-17-0332,screening,332,task-04,6a,,v2,4,17
scr-17-0333,screening,333,task-09,2,,v2,3,17
scr-17-0334,screening,334,task-03,6b,,v3,6,17
scr-17-0335,screening,335,task-11,6c,,v2,4,17
scr-17-0336,screening,336,task-06,6a,,v3,6,17
scr-17-0337,screening,337,task-10,6a,,v1,1,17
scr-17-0338,screening,338,task-01,6a,,v1,1,17
scr-17-0339,screening,339,task-06,6b,,v1,1,17
scr-17-0340,screening,340,task-01,5,,v3,6,17
scr-17-0341,screening,341,task-05,5,,v2,4,17
scr-17-0342,screening,342,task-02,3,,v2,3,17
scr-17-0343,screening,343,task-05,3,,v1,1,17
scr-17-0344,screening,344,task-01,3,,v2,4,17
scr-17-0345,screening,345,task-07,6c,,v2,3,17
scr-17-0346,screening,346,task-09,6c,,v2,3,17
scr-17-0347,screening,347,task-11,1,,v1,2,17
scr-17-0348,screening,348,task-05,6b,,v3,6,17
scr-17-0349,screening,349,task-01,3,,v1,2,17
scr-17-0350,screening,350,task-08,4,,v3,6,17
scr-17-0351,screening,351,task-03,2,,v2,3,17
scr-17-0352,screening,352,task-09,3,,v3,5,17
scr-17-0353,screening,353,task-12,5,,v2,3,17
scr-17-0354,screening,354,task-06,1,,v1,2,17
scr-17-0355,screening,355,task-02,2,,v2,4,17
scr-17-0356,screening,356,task-11,2,,v3,6,17
scr-17-0357,screening,357,task-01,2,,v1,2,17
scr-17-0358,screening,358,task-08,1,,v3,6,17
scr-17-0359,screening,359,task-09,1,,v3,5,17
scr-17-0360,screening,360,task-02,1,,v2,3,17
scr-17-0361,screening,361,task-03,6b,,v3,5,17
scr-17-0362,screening,362,task-01,5,,v2,3,17
scr-17-0363,screening,363,task-09,2,,v3,6,17
scr-17-0364,screening,364,task-09,4,,v2,4,17
scr-17-0365,screening,365,task-04,5,,v3,5,17
scr-17-0366,screening,366,task-11,5,,v1,1,17
scr-17-0367,screening,367,task-11,5,,v3,6,17
scr-17-0368,screening,368,task-02,6c,,v3,5,17
scr-17-0369,screening,369,task-03,6b,,v2,3,17
scr-17-0370,screening,370,task-04,2,,v1,1,17
scr-17-0371,screening,371,task-01,2,,v1,1,17
scr-17-0372,screening,372,task-05,6b,,v2,4,17
scr-17-0373,screening,373,task-06,1,,v2,4,17
scr-17-0374,screening,374,task-06,6b,,v3,6,17
scr-17-0375,screening,375,task-10,6a,,v3,6,17
scr-17-0376,screening,376,task-11,1,,v3,5,17
scr-17-0377,screening,377,task-12,6a,,v3,5,17
scr-17-0378,screening,378,task-05,6b,,v1,1,17
scr-17-0379,screening,379,task-05,6c,,v2,4,17
scr-17-0380,screening,380,task-05,6b,,v2,3,17
scr-17-0381,screening,381,task-02,6c,,v1,2,17
scr-17-0382,screening,382,task-09,6c,,v1,2,17
scr-17-0383,screening,383,task-08,5,,v1,1,17
scr-17-0384,screening,384,task-10,2,,v1,2,17
scr-17-0385,screening,385,task-03,1,,v2,3,17
scr-17-0386,screening,386,task-12,1,,v2,4,17
scr-17-0387,screening,387,task-06,5,,v2,4,17
scr-17-0388,screening,388,task-02,2,,v1,1,17
scr-17-0389,screening,389,task-09,5,,v1,1,17
scr-17-0390,screening,390,task-10,5,,v1,2,17
scr-17-0391,screening,391,task-11,1,,v1,1,17
scr-17-0392,screening,392,task-05,6b,,v1,2,17
scr-17-0393,screening,393,task-04,6b,,v2,3,17
scr-17-0394,screening,394,task-05,6a,,v1,1,17
scr-17-0395,screening,395,task-04,2,,v3,6,17
scr-17-0396,screening,396,task-10,6b,,v2,3,17
scr-17-0397,screening,397,task-09,1,,v2,3,17
scr-17-0398,screening,398,task-02,6b,,v3,5,17
scr-17-0399,screening,399,task-04,6c,,v2,3,17
scr-17-0400,screening,400,task-04,3,,v3,5,17
scr-17-0401,screening,401,task-07,5,,v1,2,17
scr-17-0402,screening,402,task-03,4,,v3,5,17
scr-17-0403,screening,403,task-12,6b,,v3,5,17
scr-17-0404,screening,404,task-02,6b,,v2,3,17
scr-17-0405,screening,405,task-12,6c,,v1,2,17
scr-17-0406,screening,406,task-04,5,,v1,1,17
scr-17-0407,screening,407,task-11,4,,v1,2,17
scr-17-0408,screening,408,task-05,5,,v1,1,17
scr-17-0409,screening,409,task-06,5,,v1,2,17
scr-17-0410,screening,410,task-07,1,,v2,3,17
scr-17-0411,screening,411,task-07,2,,v1,2,17
scr-17-0412,screening,412,task-11,4,,v3,6,17
scr-17-0413,screening,413,task-01,3,,v2,3,17
scr-17-0414,screening,414,task-07,4,,v1,1,17
scr-17-0415,screening,415,task-04,6c,,v1,1,17
scr-17-0416,screening,416,task-11,6a,,v2,3,17
scr-17-0417,screening,417,task-04,4,,v1,1,17
scr-17-0418,screening,418,task-06,2,,v1,2,17
scr-17-0419,screening,419,task-03,4,,v2,4,17
scr-17-0420,screening,420,task-03,3,,v2,4,17
scr-17-0421,screening,421,task-09,1,,v1,1,17
scr-17-0422,screening,422,task-05,6c,,v1,2,17
scr-17-0423,screening,423,task-01,6b,,v2,4,17
scr-17-0424,screening,424,task-05,6a,,v3,6,17
scr-17-0425,screening,425,task-07,6a,,v2,3,17
scr-17-0426,screening,426,task-06,5,,v1,1,17
scr-17-0427,screening,427,task-05,3,,v3,5,17
scr-17-0428,screening,428,task-06,6c,,v1,2,17
scr-17-0429,screening,429,task-03,3,,v3,6,17
scr-17-0430,screening,430,task-10,1,,v1,2,17
scr-17-0431,screening,431,task-09,6b,,v2,3,17
scr-17-0432,screening,432,task-12,5,,v2,4,17
scr-17-0433,screening,433,task-07,3,,v1,1,17
scr-17-0434,screening,434,task-06,2,,v2,4,17
scr-17-0435,screening,435,task-08,6a,,v3,6,17
scr-17-0436,screening,436,task-10,5,,v3,5,17
scr-17-0437,screening,437,task-04,2,,v1,2,17
scr-17-0438,screening,438,task-09,5,,v2,3,17
scr-17-0439,screening,439,task-12,4,,v1,1,17
scr-17-0440,screening,440,task-07,2,,v1,1,17
scr-17-0441,screening,441,task-03,6b,,v2,4,17
scr-17-0442,screening,442,task-06,6a,,v2,3,17
scr-17-0443,screening,443,task-03,4,,v1,2,17
scr-17-0444,screening,444,task-03,5,,v2,4,17
scr-17-0445,screening,445,task-12,6a,,v2,3,17
scr-17-0446,screening,446,task-06,6b,,v2,3,17
scr-17-0447,screening,447,task-01,6c,,v1,2,17
scr-17-0448,screening,448,task-06,6b,,v1,2,17
scr-17-0449,screening,449,task-11,3,,v2,3,17
scr-17-0450,screening,450,task-06,1,,v3,6,17
scr-17-0451,screening,451,task-11,1,,v2,4,17
scr-17-0452,screening,452,task-08,1,,v1,1,17
scr-17-0453,screening,453,task-10,6c,,v1,2,17
scr-17-0454,screening,454,task-12,6a,,v3,6,17
scr-17-0455,screening,455,task-04,3,,v2,4,17
scr-17-0456,screening,456,task-09,2,,v3,5,17
scr-17-0457,screening,457,task-08,3,,v3,6,17
scr-17-0458,screening,458,task-01,6c,,v3,6,17
scr-17-0459,screening,459,task-05,4,,v3,5,17
scr-17-0460,screening,460,task-02,6a,,v3,5,17
scr-17-0461,screening,461,task-10,6b,,v1,2,17
scr-17-0462,screening,462,task-10,6a,,v1,2,17
scr-17-0463,screening,463,task-12,1,,v2,3,17
scr-17-0464,screening,464,task-04,3,,v3,6,17
scr-17-0465,screening,465,task-10,4,,v3,6,17
scr-17-0466,screening,466,task-09,5,,v3,5,17
scr-17-0467,screening,467,task-04,3,,v1,1,17
scr-17-0468,screening,468,task-06,6a,,v3,5,17
scr-17-0469,screening,469,task-09,6c,,v3,6,17
scr-17-0470,screening,470,task-11,5,,v3,5,17
scr-17-0471,screening,471,task-03,3,,v1,1,17
scr-17-0472,screening,472,task-10,6a,,v2,3,17
scr-17-0473,screening,473,task-02,2,,v2,3,17
scr-17-0474,screening,474,task-08,2,,v3,5,17
scr-17-0475,screening,475,task-02,5,,v3,6,17
scr-17-0476,screening,476,task-03,6a,,v2,3,17
scr-17-0477,screening,477,task-03,1,,v3,5,17
scr-17-0478,screening,478,task-02,6c,,v2,4,17
scr-17-0479,screening,479,task-05,2,,v2,3,17
scr-17-0480,screening,480,task-12,3,,v2,3,17
scr-17-0481,screening,481,task-07,3,,v2,3,17
scr-17-0482,screening,482,task-12,6c,,v2,3,17
scr-17-0483,screening,483,task-11,2,,v3,5,17
scr-17-0484,screening,484,task-05,3,,v2,3,17
scr-17-0485,screening,485,task-12,4,,v2,4,17
scr-17-0486,screening,486,task-08,3,,v2,4,17
scr-17-0487,screening,487,task-06,5,,v3,5,17
scr-17-0488,screening,488,task-07,1,,v1,1,17
scr-17-0489,screening,489,task-07,5,,v3,6,17
scr-17-0490,screening,490,task-01,2,,v3,5,17
scr-17-0491,screening,491,task-06,2,,v2,3,17
scr-17-0492,screening,492,task-10,6a,,v2,4,17
scr-17-0493,screening,493,task-08,6a,,v1,1,17
scr-17-0494,screening,494,task-12,1,,v3,5,17
scr-17-0495,screening,495,task-01,6b,,v2,3,17
scr-17-0496,screening,496,task-12,6b,,v3,6,17
scr-17-0497,screening,497,task-04,3,,v2,3,17
scr-17-0498,screening,498,task-03,1,,v3,6,17
scr-17-0499,screening,499,task-08,6b,,v1,2,17
scr-17-0500,screening,500,task-12,6b,,v2,3,17
scr-17-0501,screening,501,task-07,6b,,v1,1,17
scr-17-0502,screening,502,task-06,1,,v2,3,17
scr-17-0503,screening,503,task-03,6c,,v1,2,17
scr-17-0504,screening,504,task-12,2,,v2,4,17
scr-17-0505,screening,505,task-05,6c,,v3,6,17
scr-17-0506,screening,506,task-01,2,,v2,4,17
scr-17-0507,screening,507,task-12,6c,,v1,1,17
scr-17-0508,screening,508,task-09,1,,v1,2,17
