run_id,phase,order,task_id,condition_id,baseline_condition_id,variant_id,repetition,seed
cnf-88-0058,confirmation,58,cnf-task-06,6c,5,v3,12,88
cnf-88-0059,confirmation,59,cnf-task-11,6c,5,v2,7,88
cnf-88-0060,confirmation,60,cnf-task-11,2,1,v3,12,88
cnf-88-0061,confirmation,61,cnf-task-04,6c,5,v1,4,88
cnf-88-0062,confirmation,62,cnf-task-02,5,,v3,11,88
cnf-88-0063,confirmation,63,cnf-task-09,6c,5,v2,5,88
cnf-88-0064,confirmation,64,cnf-task-11,2,1,v1,1,88
cnf-88-0065,confirmation,65,cnf-task-07,1,,v1,4,88
cnf-88-0066,confirmation,66,cnf-task-01,6c,5,v3,9,88
cnf-88-0067,confirmation,67,cnf-task-01,1,,v1,1,88
cnf-88-0068,confirmation,68,cnf-task-02,5,,v1,3,88
cnf-88-0069,confirmation,69,cnf-task-01,1,,v3,10,88
cnf-88-0070,confirmation,70,cnf-task-11,6c,5,v2,6,88
cnf-88-0071,confirmation,71,cnf-task-09,6c,5,v3,10,88
cnf-88-0072,confirmation,72,cnf-task-08,1,,v1,2,88
cnf-88-0073,confirmation,73,cnf-task-10,2,1,v2,5,88
cnf-88-0074,confirmation,74,cnf-task-05,1,,v1,1,88
cnf-88-0075,confirmation,75,cnf-task-07,2,1,v1,2,88
cnf-88-0076,confirmation,76,cnf-task-09,5,,v3,12,88
cnf-88-0077,confirmation,77,cnf-task-08,5,,v2,7,88
cnf-88-0078,confirmation,78,cnf-task-10,5,,v3,10,88
cnf-88-0079,confirmation,79,cnf-task-08,6c,5,v3,10,88
cnf-88-0080,confirmation,80,cnf-task-04,1,,v1,3,88
cnf-88-0081,confirmation,81,cnf-task-08,5,,v2,6,88
cnf-88-0082,confirmation,82,cnf-task-02,2,1,v3,9,88
cnf-88-0083,confirmation,83,cnf-task-06,6c,5,v1,3,88
cnf-88-0084,confirmation,84,cnf-task-06,6c,5,v2,6,88
cnf-88-0085,confirmation,85,cnf-task-09,2,1,v2,6,88
cnf-88-0086,confirmation,86,cnf-task-08,5,,v3,11,88
cnf-88-0087,confirmation,87,cnf-task-07,1,,v1,2,88
cnf-88-0088,confirmation,88,cnf-task-08,1,,v2,7,88
cnf-88-0089,confirmation,89,cnf-task-07,1,,v2,6,88
cnf-88-0090,confirmation,90,cnf-task-05,5,,v2,5,88
cnf-88-0091,confirmation,91,cnf-task-12,2,1,v1,3,88
cnf-88-0092,confirmation,92,cnf-task-02,5,,v3,9,88
cnf-88-0093,confirmation,93,cnf-task-05,5,,v1,2,88
cnf-88-0094,confirmation,94,cnf-task-06,1,,v3,9,88
cnf-88-0095,confirmation,95,cnf-task-07,2,1,v2,6,88
cnf-88-0096,confirmation,96,cnf-task-09,5,,v3,10,88
cnf-88-0097,confirmation,97,cnf-task-12,5,,v2,8,88
cnf-88-0098,confirmation,98,cnf-task-05,6c,5,v3,12,88
cnf-88-0099,confirmation,99,cnf-task-06,1,,v2,6,88
cnf-88-0100,confirmation,100,cnf-task-01,1,,v1,4,88
cnf-88-0101,confirmation,101,cnf-task-03,6c,5,v1,1,88
cnf-88-0102,confirmation,102,cnf-task-10,1,,v2,5,88
cnf-88-0103,confirmation,103,cnf-task-07,6c,5,v1,3,88
cnf-88-0104,confirmation,104,cnf-task-03,5,,v3,12,88
cnf-88-0105,confirmation,105,cnf-task-01,5,,v2,8,88
cnf-88-0106,confirmation,106,cnf-task-07,6c,5,v3,12,88
cnf-88-0107,confirmation,107,cnf-task-08,2,1,v1,1,88
cnf-88-0108,confirmation,108,cnf-task-08,2,1,v3,12,88
cnf-88-0109,confirmation,109,cnf-task-10,2,1,v2,7,88
cnf-88-0110,confirmation,110,cnf-task-10,1,,v2,8,88
cnf-88-0111,confirmation,111,cnf-task-08,1,,v3,9,88
cnf-88-0112,confirmation,112,cnf-task-12,5,,v2,6,88
cnf-88-0113,confirmation,113,cnf-task-02,1,,v1,3,88
cnf-88-0114,confirmation,114,cnf-task-04,1,,v1,4,88
cnf-88-0115,confirmation,115,cnf-task-01,5,,v2,7,88
cnf-88-0116,confirmation,116,cnf-task-02,2,1,v2,7,88
cnf-88-0117,confirmation,117,cnf-task-09,2,1,v1,4,88
cnf-88-0118,confirmation,118,cnf-task-03,2,1,v3,10,88
cnf-88-0119,confirmation,119,cnf-task-10,6c,5,v1,3,88
cnf-88-0120,confirmation,120,cnf-task-02,2,1,v3,11,88
cnf-88-0121,confirmation,121,cnf-task-01,6c,5,v1,2,88
cnf-88-0122,confirmation,122,cnf-task-04,1,,v2,5,88
cnf-88-0123,confirmation,123,cnf-task-08,6c,5,v3,12,88
cnf-88-0124,confirmation,124,cnf-task-01,2,1,v3,9,88
cnf-88-0125,confirmation,125,cnf-task-03,2,1,v3,9,88
cnf-88-0126,confirmation,126,cnf-task-07,5,,v3,12,88
cnf-88-0127,confirmation,127,cnf-task-06,1,,v3,10,88
cnf-88-0128,confirmation,128,cnf-task-03,1,,v2,5,88
cnf-88-0129,confirmation,129,cnf-task-09,6c,5,v1,4,88
cnf-88-0130,confirmation,130,cnf-task-03,2,1,v2,5,88
cnf-88-0131,confirmation,131,cnf-task-10,6c,5,v1,4,88
cnf-88-0132,confirmation,132,cnf-task-03,2,1,v1,4,88
cnf-88-0133,confirmation,133,cnf-task-06,1,,v2,7,88
cnf-88-0134,confirmation,134,cnf-task-12,6c,5,v1,2,88
cnf-88-0135,confirmation,135,cnf-task-06,1,,v3,11,88
cnf-88-0136,confirmation,136,cnf-task-02,5,,v2,8,88
cnf-88-0137,confirmation,137,cnf-task-11,6c,5,v3,12,88
cnf-88-0138,confirmation,138,cnf-task-05,5,,v1,1,88
cnf-88-0139,confirmation,139,cnf-task-06,1,,v1,3,88
cnf-88-0140,confirmation,140,cnf-task-08,5,,v3,9,88
cnf-88-0141,confirmation,141,cnf-task-04,6c,5,v3,9,88
cnf-88-0142,confirmation,142,cnf-task-05,6c,5,v3,10,88
cnf-88-0143,confirmation,143,cnf-task-07,5,,v1,2,88
cnf-88-0144,confirmation,144,cnf-task-08,1,,v1,1,88
cnf-88-0145,confirmation,145,cnf-task-12,2,1,v2,8,88
cnf-88-0146,confirmation,146,cnf-task-05,5,,v1,3,88
cnf-88-0147,confirmation,147,cnf-task-06,2,1,v3,9,88
cnf-88-0148,confirmation,148,cnf-task-04,2,1,v3,10,88
cnf-88-0149,confirmation,149,cnf-task-03,6c,5,v1,4,88
cnf-88-0150,confirmation,150,cnf-task-09,6c,5,v1,2,88
cnf-88-0151,confirmation,151,cnf-task-09,6c,5,v2,8,88
cnf-88-0152,confirmation,152,cnf-task-10,2,1,v3,12,88
cnf-88-0153,confirmation,153,cnf-task-08,1,,v2,8,88
cnf-88-0154,confirmation,154,cnf-task-03,1,,v1,3,88
cnf-88-0155,confirmation,155,cnf-task-09,1,,v2,7,88
cnf-88-0156,confirmation,156,cnf-task-12,1,,v1,2,88
cnf-88-0157,confirmation,157,cnf-task-05,6c,5,v2,7,88
cnf-88-0158,confirmation,158,cnf-task-12,5,,v1,3,88
cnf-88-0159,confirmation,159,cnf-task-04,5,,v3,11,88
cnf-88-0160,confirmation,160,cnf-task-08,5,,v3,10,88
cnf-88-0161,confirmation,161,cnf-task-04,6c,5,v1,3,88
cnf-88-0162,confirmation,162,cnf-task-06,2,1,v2,7,88
cnf-88-0163,confirmation,163,cnf-task-09,1,,v2,6,88
cnf-88-0164,confirmation,164,cnf-task-04,6c,5,v1,2,88
cnf-88-0165,confirmation,165,cnf-task-05,6c,5,v3,11,88
cnf-88-0166,confirmation,166,cnf-task-11,5,,v1,4,88
cnf-88-0167,confirmation,167,cnf-task-06,2,1,v2,8,88
cnf-88-0168,confirmation,168,cnf-task-11,2,1,v1,3,88
cnf-88-0169,confirmation,169,cnf-task-08,1,,v2,6,88
cnf-88-0170,confirmation,170,cnf-task-03,6c,5,v1,3,88
cnf-88-0171,confirmation,171,cnf-task-02,1,,v1,4,88
cnf-88-0172,confirmation,172,cnf-task-12,5,,v3,10,88
cnf-88-0173,confirmation,173,cnf-task-11,1,,v2,5,88
cnf-88-0174,confirmation,174,cnf-task-02,2,1,v1,4,88
cnf-88-0175,confirmation,175,cnf-task-07,6c,5,v3,10,88
cnf-88-0176,confirmation,176,cnf-task-03,1,,v2,6,88
cnf-88-0177,confirmation,177,cnf-task-04,5,,v1,1,88
cnf-88-0178,confirmation,178,cnf-task-06,5,,v1,3,88
cnf-88-0179,confirmation,179,cnf-task-08,6c,5,v2,6,88
cnf-88-0180,confirmation,180,cnf-task-04,5,,v2,6,88
cnf-88-0181,confirmation,181,cnf-task-04,5,,v1,2,88
cnf-88-0182,confirmation,182,cnf-task-03,5,,v1,1,88
cnf-88-0183,confirmation,183,cnf-task-01,1,,v2,5,88
cnf-88-0184,confirmation,184,cnf-task-01,5,,v2,6,88
cnf-88-0185,confirmation,185,cnf-task-12,6c,5,v2,8,88
cnf-88-0186,confirmation,186,cnf-task-09,1,,v3,12,88
cnf-88-0187,confirmation,187,cnf-task-02,1,,v2,8,88
cnf-88-0188,confirmation,188,cnf-task-03,2,1,v3,11,88
cnf-88-0189,confirmation,189,cnf-task-07,1,,v3,10,88
cnf-88-0190,confirmation,190,cnf-task-10,2,1,v3,11,88
cnf-88-0191,confirmation,191,cnf-task-08,1,,v1,3,88
cnf-88-0192,confirmation,192,cnf-task-05,1,,v2,7,88
cnf-88-0193,confirmation,193,cnf-task-03,5,,v2,5,88
cnf-88-0194,confirmation,194,cnf-task-11,1,,v2,8,88
cnf-88-0195,confirmation,195,cnf-task-06,6c,5,v2,8,88
cnf-88-0196,confirmation,196,cnf-task-07,2,1,v1,3,88
cnf-88-0197,confirmation,197,cnf-task-01,6c,5,v2,5,88
cnf-88-0198,confirmation,198,cnf-task-02,2,1,v1,3,88
cnf-88-0199,confirmation,199,cnf-task-04,1,,v1,2,88
cnf-88-0200,confirmation,200,cnf-task-09,2,1,v2,8,88
cnf-88-0201,confirmation,201,cnf-task-01,2,1,v2,8,88
cnf-88-0202,confirmation,202,cnf-task-03,5,,v3,11,88
cnf-88-0203,confirmation,203,cnf-task-07,6c,5,v1,1,88
cnf-88-0204,confirmation,204,cnf-task-03,1,,v2,8,88
cnf-88-0205,confirmation,205,cnf-task-02,6c,5,v3,12,88
cnf-88-0206,confirmation,206,cnf-task-06,6c,5,v3,10,88
cnf-88-0207,confirmation,207,cnf-task-02,6c,5,v2,6,88
cnf-88-0208,confirmation,208,cnf-task-06,5,,v1,4,88
cnf-88-0209,confirmation,209,cnf-task-02,6c,5,v2,5,88
cnf-88-0210,confirmation,210,cnf-task-12,2,1,v1,4,88
cnf-88-0211,confirmation,211,cnf-task-08,2,1,v2,7,88
cnf-88-0212,confirmation,212,cnf-task-05,6c,5,v3,9,88
cnf-88-0213,confirmation,213,cnf-task-06,2,1,v1,3,88
cnf-88-0214,confirmation,214,cnf-task-02,1,,v2,7,88
cnf-88-0215,confirmation,215,cnf-task-06,5,,v1,1,88
cnf-88-0216,confirmation,216,cnf-task-09,2,1,v3,11,88
cnf-88-0217,confirmation,217,cnf-task-08,6c,5,v1,1,88
cnf-88-0218,confirmation,218,cnf-task-02,6c,5,v2,7,88
cnf-88-0219,confirmation,219,cnf-task-08,5,,v1,1,88
cnf-88-0220,confirmation,220,cnf-task-07,6c,5,v3,9,88
cnf-88-0221,confirmation,221,cnf-task-08,5,,v1,2,88
cnf-88-0222,confirmation,222,cnf-task-12,6c,5,v1,1,88
cnf-88-0223,confirmation,223,cnf-task-07,6c,5,v2,6,88
cnf-88-0224,confirmation,224,cnf-task-05,6c,5,v2,6,88
cnf-88-0225,confirmation,225,cnf-task-10,5,,v1,2,88
cnf-88-0226,confirmation,226,cnf-task-09,5,,v2,8,88
cnf-88-0227,confirmation,227,cnf-task-05,2,1,v3,12,88
cnf-88-0228,confirmation,228,cnf-task-09,5,,v1,4,88
cnf-88-0229,confirmation,229,cnf-task-02,1,,v3,9,88
cnf-88-0230,confirmation,230,cnf-task-09,2,1,v1,2,88
cnf-88-0231,confirmation,231,cnf-task-10,5,,v2,8,88
cnf-88-0232,confirmation,232,cnf-task-02,2,1,v2,5,88
cnf-88-0233,confirmation,233,cnf-task-08,6c,5,v2,7,88
cnf-88-0234,confirmation,234,cnf-task-09,5,,v1,1,88
cnf-88-0235,confirmation,235,cnf-task-11,1,,v3,9,88
cnf-88-0236,confirmation,236,cnf-task-04,6c,5,v2,7,88
cnf-88-0237,confirmation,237,cnf-task-01,6c,5,v2,7,88
cnf-88-0238,confirmation,238,cnf-task-11,6c,5,v1,1,88
cnf-88-0239,confirmation,239,cnf-task-02,6c,5,v3,10,88
cnf-88-0240,confirmation,240,cnf-task-05,6c,5,v1,1,88
cnf-88-0241,confirmation,241,cnf-task-05,6c,5,v2,5,88
cnf-88-0242,confirmation,242,cnf-task-05,1,,v1,4,88
cnf-88-0243,confirmation,243,cnf-task-07,1,,v3,11,88
cnf-88-0244,confirmation,244,cnf-task-02,5,,v2,7,88
cnf-88-0245,confirmation,245,cnf-task-06,6c,5,v1,1,88
cnf-88-0246,confirmation,246,cnf-task-01,5,,v2,5,88
cnf-88-0247,confirmation,247,cnf-task-01,5,,v3,9,88
cnf-88-0248,confirmation,248,cnf-task-01,5,,v3,11,88
cnf-88-0249,confirmation,249,cnf-task-12,5,,v3,12,88
cnf-88-0250,confirmation,250,cnf-task-06,5,,v3,9,88
cnf-88-0251,confirmation,251,cnf-task-06,6c,5,v1,2,88
cnf-88-0252,confirmation,252,cnf-task-03,2,1,v3,12,88
cnf-88-0253,confirmation,253,cnf-task-10,5,,v1,4,88
cnf-88-0254,confirmation,254,cnf-task-02,5,,v2,5,88
cnf-88-0255,confirmation,255,cnf-task-09,6c,5,v2,7,88
cnf-88-0256,confirmation,256,cnf-task-11,1,,v1,3,88
cnf-88-0257,confirmation,257,cnf-task-12,6c,5,v1,3,88
cnf-88-0258,confirmation,258,cnf-task-03,2,1,v1,1,88
cnf-88-0259,confirmation,259,cnf-task-02,6c,5,v1,1,88
cnf-88-0260,confirmation,260,cnf-task-06,2,1,v3,10,88
cnf-88-0261,confirmation,261,cnf-task-12,2,1,v2,7,88
cnf-88-0262,confirmation,262,cnf-task-06,5,,v3,12,88
cnf-88-0263,confirmation,263,cnf-task-04,5,,v2,8,88
cnf-88-0264,confirmation,264,cnf-task-01,1,,v2,8,88
cnf-88-0265,confirmation,265,cnf-task-04,1,,v2,6,88
cnf-88-0266,confirmation,266,cnf-task-04,2,1,v2,7,88
cnf-88-0267,confirmation,267,cnf-task-10,1,,v3,11,88
cnf-88-0268,confirmation,268,cnf-task-11,5,,v3,9,88
cnf-88-0269,confirmation,269,cnf-task-04,5,,v2,7,88
cnf-88-0270,confirmation,270,cnf-task-09,2,1,v3,9,88
cnf-88-0271,confirmation,271,cnf-task-01,1,,v2,7,88
cnf-88-0272,confirmation,272,cnf-task-10,6c,5,v2,6,88
cnf-88-0273,confirmation,273,cnf-task-09,6c,5,v3,11,88
cnf-88-0274,confirmation,274,cnf-task-06,2,1,v1,1,88
cnf-88-0275,confirmation,275,cnf-task-01,1,,v3,12,88
cnf-88-0276,confirmation,276,cnf-task-11,1,,v2,7,88
cnf-88-0277,confirmation,277,cnf-task-03,6c,5,v1,2,88
cnf-88-0278,confirmation,278,cnf-task-06,5,,v3,11,88
cnf-88-0279,confirmation,279,cnf-task-09,1,,v3,9,88
cnf-88-0280,confirmation,280,cnf-task-07,2,1,v2,5,88
cnf-88-0281,confirmation,281,cnf-task-05,5,,v3,12,88
cnf-88-0282,confirmation,282,cnf-task-01,2,1,v1,1,88
cnf-88-0283,confirmation,283,cnf-task-07,2,1,v1,4,88
cnf-88-0284,confirmation,284,cnf-task-02,1,,v3,12,88
cnf-88-0285,confirmation,285,cnf-task-11,1,,v3,10,88
cnf-88-0286,confirmation,286,cnf-task-07,2,1,v2,8,88
cnf-88-0287,confirmation,287,cnf-task-12,6c,5,v3,12,88
cnf-88-0288,confirmation,288,cnf-task-01,1,,v3,11,88
cnf-88-0289,confirmation,289,cnf-task-05,2,1,v1,3,88
cnf-88-0290,confirmation,290,cnf-task-09,5,,v3,11,88
cnf-88-0291,confirmation,291,cnf-task-06,5,,v2,8,88
cnf-88-0292,confirmation,292,cnf-task-03,2,1,v1,3,88
cnf-88-0293,confirmation,293,cnf-task-07,1,,v3,12,88
cnf-88-0294,confirmation,294,cnf-task-01,6c,5,v2,8,88
cnf-88-0295,confirmation,295,cnf-task-11,5,,v2,5,88
cnf-88-0296,confirmation,296,cnf-task-07,5,,v3,10,88
cnf-88-0297,confirmation,297,cnf-task-03,2,1,v1,2,88
cnf-88-0298,confirmation,298,cnf-task-05,6c,5,v2,8,88
cnf-88-0299,confirmation,299,cnf-task-06,2,1,v2,6,88
cnf-88-0300,confirmation,300,cnf-task-10,5,,v2,5,88
cnf-88-0301,confirmation,301,cnf-task-02,6c,5,v2,8,88
cnf-88-0302,confirmation,302,cnf-task-02,1,,v2,6,88
cnf-88-0303,confirmation,303,cnf-task-12,1,,v3,11,88
cnf-88-0304,confirmation,304,cnf-task-10,1,,v1,3,88
cnf-88-0305,confirmation,305,cnf-task-09,2,1,v3,10,88
cnf-88-0306,confirmation,306,cnf-task-05,1,,v1,2,88
cnf-88-0307,confirmation,307,cnf-task-12,1,,v1,3,88
cnf-88-0308,confirmation,308,cnf-task-08,2,1,v3,10,88
cnf-88-0309,confirmation,309,cnf-task-07,6c,5,v2,7,88
cnf-88-0310,confirmation,310,cnf-task-05,2,1,v3,9,88
cnf-88-0311,confirmation,311,cnf-task-12,5,,v2,5,88
cnf-88-0312,confirmation,312,cnf-task-10,5,,v1,3,88
cnf-88-0313,confirmation,313,cnf-task-12,2,1,v3,12,88
cnf-88-0314,confirmation,314,cnf-task-11,2,1,v3,9,88
cnf-88-0315,confirmation,315,cnf-task-09,6c,5,v3,12,88
cnf-88-0316,confirmation,316,cnf-task-11,5,,v2,8,88
cnf-88-0317,confirmation,317,cnf-task-05,2,1,v3,10,88
cnf-88-0318,confirmation,318,cnf-task-04,2,1,v2,8,88
cnf-88-0319,confirmation,319,cnf-task-06,2,1,v2,5,88
cnf-88-0320,confirmation,320,cnf-task-08,5,,v1,4,88
cnf-88-0321,confirmation,321,cnf-task-11,1,,v1,2,88
cnf-88-0322,confirmation,322,cnf-task-04,2,1,v2,6,88
cnf-88-0323,confirmation,323,cnf-task-02,5,,v1,4,88
cnf-88-0324,confirmation,324,cnf-task-01,5,,v3,10,88
cnf-88-0325,confirmation,325,cnf-task-10,6c,5,v1,2,88
cnf-88-0326,confirmation,326,cnf-task-05,1,,v3,11,88
cnf-88-0327,confirmation,327,cnf-task-01,6c,5,v1,1,88
cnf-88-0328,confirmation,328,cnf-task-11,5,,v3,12,88
cnf-88-0329,confirmation,329,cnf-task-03,5,,v2,8,88
cnf-88-0330,confirmation,330,cnf-task-09,5,,v3,9,88
cnf-88-0331,confirmation,331,cnf-task-10,5,,v3,12,88
cnf-88-0332,confirmation,332,cnf-task-01,1,,v1,3,88
cnf-88-0333,confirmation,333,cnf-task-08,6c,5,v2,8,88
cnf-88-0334,confirmation,334,cnf-task-09,5,,v1,3,88
cnf-88-0335,confirmation,335,cnf-task-10,2,1,v2,8,88
cnf-88-0336,confirmation,336,cnf-task-03,1,,v3,12,88
cnf-88-0337,confirmation,337,cnf-task-09,1,,v1,1,88
cnf-88-0338,confirmation,338,cnf-task-11,6c,5,v3,11,88
cnf-88-0339,confirmation,339,cnf-task-05,2,1,v2,6,88
cnf-88-0340,confirmation,340,cnf-task-07,5,,v2,6,88
cnf-88-0341,confirmation,341,cnf-task-06,6c,5,v2,7,88
cnf-88-0342,confirmation,342,cnf-task-07,1,,v1,3,88
cnf-88-0343,confirmation,343,cnf-task-04,5,,v2,5,88
cnf-88-0344,confirmation,344,cnf-task-03,2,1,v2,8,88
cnf-88-0345,confirmation,345,cnf-task-01,6c,5,v1,3,88
cnf-88-0346,confirmation,346,cnf-task-11,6c,5,v2,5,88
cnf-88-0347,confirmation,347,cnf-task-04,2,1,v1,2,88
cnf-88-0348,confirmation,348,cnf-task-02,1,,v3,11,88
cnf-88-0349,confirmation,349,cnf-task-01,5,,v1,1,88
cnf-88-0350,confirmation,350,cnf-task-06,5,,v2,5,88
cnf-88-0351,confirmation,351,cnf-task-10,1,,v3,9,88
cnf-88-0352,confirmation,352,cnf-task-11,2,1,v1,4,88
cnf-88-0353,confirmation,353,cnf-task-09,1,,v1,2,88
cnf-88-0354,confirmation,354,cnf-task-08,5,,v2,5,88
cnf-88-0355,confirmation,355,cnf-task-11,6c,5,v1,2,88
cnf-88-0356,confirmation,356,cnf-task-02,5,,v3,12,88
cnf-88-0357,confirmation,357,cnf-task-03,1,,v3,9,88
cnf-88-0358,confirmation,358,cnf-task-10,6c,5,v3,12,88
cnf-88-0359,confirmation,359,cnf-task-07,6c,5,v2,5,88
cnf-88-0360,confirmation,360,cnf-task-06,1,,v2,5,88
cnf-88-0361,confirmation,361,cnf-task-02,2,1,v2,8,88
cnf-88-0362,confirmation,362,cnf-task-05,6c,5,v1,4,88
cnf-88-0363,confirmation,363,cnf-task-11,1,,v1,1,88
cnf-88-0364,confirmation,364,cnf-task-10,2,1,v2,6,88
cnf-88-0365,confirmation,365,cnf-task-04,1,,v3,12,88
cnf-88-0366,confirmation,366,cnf-task-08,1,,v3,11,88
cnf-88-0367,confirmation,367,cnf-task-05,2,1,v1,4,88
cnf-88-0368,confirmation,368,cnf-task-10,6c,5,v3,10,88
cnf-88-0369,confirmation,369,cnf-task-11,2,1,v3,10,88
cnf-88-0370,confirmation,370,cnf-task-02,1,,v1,1,88
cnf-88-0371,confirmation,371,cnf-task-11,2,1,v2,7,88
cnf-88-0372,confirmation,372,cnf-task-11,5,,v3,11,88
cnf-88-0373,confirmation,373,cnf-task-02,2,1,v2,6,88
cnf-88-0374,confirmation,374,cnf-task-09,1,,v3,10,88
cnf-88-0375,confirmation,375,cnf-task-10,5,,v2,7,88
cnf-88-0376,confirmation,376,cnf-task-03,1,,v3,10,88
cnf-88-0377,confirmation,377,cnf-task-05,2,1,v3,11,88
cnf-88-0378,confirmation,378,cnf-task-07,1,,v3,9,88
cnf-88-0379,confirmation,379,cnf-task-12,6c,5,v2,5,88
cnf-88-0380,confirmation,380,cnf-task-08,6c,5,v2,5,88
cnf-88-0381,confirmation,381,cnf-task-11,2,1,v2,8,88
cnf-88-0382,confirmation,382,cnf-task-05,2,1,v2,5,88
cnf-88-0383,confirmation,383,cnf-task-09,6c,5,v2,6,88
cnf-88-0384,confirmation,384,cnf-task-12,2,1,v3,10,88
cnf-88-0385,confirmation,385,cnf-task-04,1,,v3,11,88
cnf-88-0386,confirmation,386,cnf-task-08,2,1,v2,8,88
cnf-88-0387,confirmation,387,cnf-task-02,6c,5,v3,11,88
cnf-88-0388,confirmation,388,cnf-task-04,6c,5,v3,11,88
cnf-88-0389,confirmation,389,cnf-task-03,1,,v1,4,88
cnf-88-0390,confirmation,390,cnf-task-12,1,,v1,4,88
cnf-88-0391,confirmation,391,cnf-task-11,5,,v1,1,88
cnf-88-0392,confirmation,392,cnf-task-05,1,,v3,10,88
cnf-88-0393,confirmation,393,cnf-task-07,2,1,v2,7,88
cnf-88-0394,confirmation,394,cnf-task-04,5,,v1,3,88
cnf-88-0395,confirmation,395,cnf-task-06,6c,5,v1,4,88
cnf-88-0396,confirmation,396,cnf-task-05,2,1,v1,2,88
cnf-88-0397,confirmation,397,cnf-task-07,6c,5,v1,2,88
cnf-88-0398,confirmation,398,cnf-task-12,5,,v2,7,88
cnf-88-0399,confirmation,399,cnf-task-05,1,,v3,9,88
cnf-88-0400,confirmation,400,cnf-task-05,5,,v3,11,88
